?	liquid	tnk_failure_pressure	liquid_ratio	tnk_width	tnk_length	tnk_height	BLEVE_height	vapour_temperature	liquid_temperature	status	gas_height	sensor_dist
G24106	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	6
G24107	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	7
G24108	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	8
G24109	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	9
G24110	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	10
G24111	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	11
G24112	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	12
G24113	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	13
G24114	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	14
G24115	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	15
G24116	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	16
G24117	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	17
G24118	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	18
G24119	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	19
G24120	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	20
G24121	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	21
G24122	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	22
G24123	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	23
G24124	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	24
G24125	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	25
G24126	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	26
G24127	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	27
G24128	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	28
G24129	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	29
G24130	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	30
G24131	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	31
G24132	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	32
G24133	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	33
G24134	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	34
G24135	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	35
G24136	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	36
G24137	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	37
G24138	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	38
G24139	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	39
G24140	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	40
G24141	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	41
G24142	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	42
G24143	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	43
G24144	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	44
G24145	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	45
G24146	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	46
G24147	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	47
G24148	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	48
G24149	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	49
G24150	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	50
G24151	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	5
G24152	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	6
G24153	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	7
G24154	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	8
G24155	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	9
G24156	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	10
G24157	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	11
G24158	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	12
G24159	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	13
G24160	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	14
G24161	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	15
G24162	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	16
G24163	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	17
G24164	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	18
G24165	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	19
G24166	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	20
G24167	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	21
G24168	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	22
G24169	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	23
G24170	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	24
G24171	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	25
G24172	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	26
G24173	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	27
G24174	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	28
G24175	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	29
G24176	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	30
G24177	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	31
G24178	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	32
G24179	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	33
G24180	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	34
G24181	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	35
G24182	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	36
G24183	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	37
G24184	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	38
G24185	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	39
G24186	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	40
G24187	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	41
G24188	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	42
G24189	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	43
G24190	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	44
G24191	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	45
G24192	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	46
G24193	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	47
G24194	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	48
G24195	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	49
G24196	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	50
G24197	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	5
G24198	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	6
G24199	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	7
G24200	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	8
G24201	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	9
G24202	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	10
G24203	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	11
G24204	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	12
G24205	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	13
G24206	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	14
G24207	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	15
G24208	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	16
G24209	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	17
G24210	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	18
G24211	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	19
G24212	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	20
G24213	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	21
G24214	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	22
G24215	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	23
G24216	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	24
G24217	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	25
G24218	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	26
G24219	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	27
G24220	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	28
G24221	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	29
G24222	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	30
G24223	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	31
G24224	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	32
G24225	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	33
G24226	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	34
G24227	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	35
G24228	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	36
G24229	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	37
G24230	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	38
G24231	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	39
G24232	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	40
G24233	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	41
G24234	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	42
G24235	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	43
G24236	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	44
G24237	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	45
G24238	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	46
G24239	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	47
G24240	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	48
G24241	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	49
G24242	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	50
G24243	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	5
G24244	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	6
G24245	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	7
G24246	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	8
G24247	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	9
G24248	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	10
G24249	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	11
G24250	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	12
G24251	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	13
G24252	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	14
G24253	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	15
G24254	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	16
G24255	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	17
G24256	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	18
G24257	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	19
G24258	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	20
G24259	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	21
G24260	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	22
G24261	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	23
G24262	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	24
G24263	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	25
G24264	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	26
G24265	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	27
G24266	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	28
G24267	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	29
G24268	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	30
G24269	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	31
G24270	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	32
G24271	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	33
G24272	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	34
G24273	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	35
G24274	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	36
G24275	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	37
G24276	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	38
G24277	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	39
G24278	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	40
G24279	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	41
G24280	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	42
G24281	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	43
G24282	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	44
G24283	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	45
G24284	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	46
G24285	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	47
G24286	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	48
G24287	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	49
G24288	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	50
G24289	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	5
G24290	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	6
G24291	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	7
G24292	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	8
G24293	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	9
G24294	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	10
G24295	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	11
G24296	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	12
G24297	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	13
G24298	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	14
G24299	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	15
G24300	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	16
G24301	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	17
G24302	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	18
G24303	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	19
G24304	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	20
G24305	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	21
G24306	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	22
G24307	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	23
G24308	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	24
G24309	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	25
G24310	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	26
G24311	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	27
G24312	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	28
G24313	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	29
G24314	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	30
G24315	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	31
G24316	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	32
G24317	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	33
G24318	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	34
G24319	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	35
G24320	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	36
G24321	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	37
G24322	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	38
G24323	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	39
G24324	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	40
G24325	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	41
G24326	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	42
G24327	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	43
G24328	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	44
G24329	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	45
G24330	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	46
G24331	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	47
G24332	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	48
G24333	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	49
G24334	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	50
G24335	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	5
G24336	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	6
G24337	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	7
G24338	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	8
G24339	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	9
G24340	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	10
G24341	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	11
G24342	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	12
G24343	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	13
G24344	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	14
G24345	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	15
G24346	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	16
G24347	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	17
G24348	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	18
G24349	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	19
G24350	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	20
G24351	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	21
G24352	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	22
G24353	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	23
G24354	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	24
G24355	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	25
G24356	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	26
G24357	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	27
G24358	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	28
G24359	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	29
G24360	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	30
G24361	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	31
G24362	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	32
G24363	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	33
G24364	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	34
G24365	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	35
G24366	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	36
G24367	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	37
G24368	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	38
G24369	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	39
G24370	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	40
G24371	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	41
G24372	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	42
G24373	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	43
G24374	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	44
G24375	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	45
G24376	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	46
G24377	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	47
G24378	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	48
G24379	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	49
G24380	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	50
G24381	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	5
G24382	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	6
G24383	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	7
G24384	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	8
G24385	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	9
G24386	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	10
G24387	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	11
G24388	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	12
G24389	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	13
G24390	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	14
G24391	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	15
G24392	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	16
G24393	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	17
G24394	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	18
G24395	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	19
G24396	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	20
G24397	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	21
G24398	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	22
G24399	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	23
G24400	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	24
G24401	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	25
G24402	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	26
G24403	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	27
G24404	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	28
G24405	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	29
